980df16e-8b80-4e48-9a83-4559827887e0,7,31,registrar
2e58464e-fc45-4ffd-8e8f-a5d5a95a0aae,1,41,registrar
f600d46c-b531-4e87-bf75-f545ea515d7e,1,21,registrar
9fbf26c8-0df9-45a2-b704-68ab4a785e57,39,69,registrar
28810f19-a9c3-4f11-bfeb-7027476e03cb,55,37,registrar
510c4e16-2f9d-4170-975f-8bc50363722a,30,94,registrar
fab1b92e-8631-43bd-8cd4-c6eced4c6f3c,48,72,registrar
563a372a-df6a-4e4d-9c1a-76e77a3238e9,12,43,registrar
c3505055-c7cc-4b11-a54d-11070d0b2110,1,41,registrar
3cf02a41-a3fd-4746-801d-39a622ae053d,19,51,registrar
974d9181-301e-4c6f-ac5e-3da3c308820e,102,20,registrar
08388ab2-8084-4276-b89a-fdd071201850,1,5,registrar
62cbbbcc-0911-4e4f-b83a-f35b051114df,128,17,registrar
bfdd5f37-c26d-4459-a8ee-364b27d3e49c,66,19,registrar
74c54db3-208a-4628-9ae5-28fe4431f82b,86,5,registrar
b2b909d6-88be-4cba-8952-55b0ec8d3167,71,29,registrar
102f4be1-3361-4b0b-8540-3ef20d46cd94,92,20,registrar
77f91c29-c7c8-4749-9d83-925d85c96c96,124,51,registrar
bc2b5fec-dc6e-47e8-8dcd-9ba0877a90eb,5,10,registrar
29e2fa5f-c853-44a7-9f34-173992f3dacc,6,7,registrar
cdd2645e-03ee-488c-88e6-7eed805499e4,1,20,registrar
009ef804-5bdc-45a8-92e9-2811f08ddc2d,17,46,registrar
704319f6-9d47-41db-b58e-681974da23b9,3,20,registrar
5ebd4d58-d188-4ebe-96aa-d79f88d1d1e6,1,15,registrar
0f345f6a-ecc2-42a7-92b7-2e762f87fd39,33,19,registrar
0efa70ba-4e2b-4d95-8daf-3e30d51be82d,19,32,registrar
db42e338-2cec-49f5-9462-ffb4636e4803,15,37,registrar
edf6fd0c-5ddb-4cca-8557-ce01e6c37d7d,18,34,registrar
1f0d8bdd-8495-48a9-b419-0240fb9ae2e4,166,21,registrar
443c091c-432f-4e43-a0cd-f5ff13191127,171,24,registrar
e3cff407-c75b-4fd1-848f-98e8e79f0849,188,27,registrar
af1ce64a-e0f4-450e-a8fd-76de98c91ebc,197,77,registrar
e6fca06f-1fc0-405c-85e1-aa59e1566f71,257,30,registrar
45b1881b-6905-40a3-b56a-86882910618f,275,16,ingresar
31064081-21d2-46b0-b6af-bc5c8ab979a4,302,113,registrar
36c177c0-7c65-45d7-80d4-cc4437ec8786,43,48,registrar
b100ae71-f535-4bb7-965f-caa1cd1bfebc,5,97,registrar
cac31fa3-9a0f-4a42-b496-6a1eb73bb6d3,0,12,registrar
378b1917-2a8c-40cd-88c7-983f3ba3da5c,36,24,registrar
991cd580-7e5d-491f-8484-698e20ed9478,49,21,registrar
c3c33cd3-f25f-4470-a125-49816d090926,1,2,ingresar
d99978ae-9e30-4ba2-b647-37f8892761f8,13,12,registrar
9322db36-a5e7-4fd7-9472-bd9d96da2dcd,28,29,registrar
847912aa-b759-43b6-8ed2-8b013a9c87ba,8,6,ingresar
05fa9292-29fb-4ad7-9720-7fc6d5614a05,44,10,ingresar
f04b5332-e240-4b0b-ab62-c36f022dfa88,51,3,ingresar
8c964822-07bc-43c3-9fe3-99ce9dd2f1c3,3,11,registrar
bd5abd09-6483-48fc-b2f1-39730962060f,1,5,ingresar
6f627f87-2c32-42b4-9b2b-d3e1ba1c8ec3,11,15,registrar
51e17d29-eecd-4808-8dc8-371be245d8f1,33,14,registrar
c49ffd71-b5e4-4d10-a389-480c7ba48121,9,21,registrar
b6ecbd17-d997-422f-8d98-5fb3f539141d,42,29,registrar
c21029e9-5b6a-4a61-a3c1-e74aade6df73,8,14,ingresar
0c543349-793c-43bb-a1b0-79503678c812,13,24,registrar
131b6754-ab45-4a55-b7bc-7aaca5826a26,64,14,ingresar
4c8f6938-c7ec-406c-80f7-c8087eeba3fb,53,47,registrar
57803979-ff12-43f5-af45-dfafc047ef69,6,11,ingresar
62acea43-b43f-4c05-b9d2-b1bd0a89b743,5,71,ingresar
7ff19761-b17b-425d-aff9-d3605e1d0d83,65,8,ingresar
0fe5758a-2e46-490b-ba8e-a9eb7f3db3da,1,2,ingresar
8bfde8b9-7c4e-475e-b2ad-5e179be1f20c,5,14,ingresar
fb971ba2-bfe7-4342-b86a-f23092757070,10,9,ingresar
84473657-408f-4f73-bf22-c27cf434bbd9,3,3,ingresar
c862f39f-9f94-43f1-8309-23970f8e00b4,45,21,registrar
66a343c9-548e-4e92-9864-6e8209d0c7c8,68,22,ingresar
117cd0c7-4801-48eb-bd7f-967f201d0527,90,20,ingresar
6b3d63f1-8168-4269-a7e5-4744667fc333,2,14,ingresar
e01dedcc-af25-4303-b381-1579fb0ca073,15,20,ingresar
2f03a2fa-abbb-4a14-bc91-1dc9d7413696,3,48,registrar
938255e9-01a5-4c96-8f65-d194c0debf78,49,20,registrar
9020644e-14bd-4a4c-a68b-6d3bff45bd1e,55,15,ingresar
15d4a866-f570-4940-ac4e-ffbaee67b3a4,12,13,ingresar
cdce1272-a54f-4528-bddf-4d31b4002369,27,14,ingresar
839fe213-e110-4429-a9d7-f4129a91e678,21,26,ingresar
ca3ec4c4-10c6-44a6-a10b-a846dba73f43,34,5,ingresar
ba727672-8c05-443e-b359-bc41f89fd3fc,28,13,ingresar
ad5d2ff2-34b1-48c7-a60c-c25afcf8ceac,30,47,registrar
2a0d02c1-f405-4a9d-9a6b-a32c82104712,52,9,ingresar
7ec24516-8f36-495c-bcad-7ec90ca94f6f,59,2,ingresar
4a9417ef-838c-4f6e-bd89-f40f91e465e2,1,4,ingresar
5211a4c2-341a-4b88-8132-618ab762ab3f,1,9,ingresar
a844b707-325f-4153-a9bc-31f18f99d3ac,22,1,ingresar
0784c626-62cd-4a80-a9eb-5e5b6e19ec2b,11,16,ingresar
42f4f5fe-9db9-46f2-81c3-32fddf5149fa,22,2,ingresar
e471441e-8c9f-4a03-a2ef-9d9cfd0bd8a1,121,6,ingresar
cfa87d0f-0210-4d41-a1f7-9b8dce4a9abf,3,2,ingresar
0d897353-5bcb-46a0-a9d6-b34a5a1d6477,24,8,ingresar
fe10f41d-ca1c-440b-89d4-50e50b8dea8b,1,3,ingresar
99a6331e-129e-43f3-8b6f-11e21788a178,7,2,ingresar
947e98d9-c236-4d99-b01e-8e3c475b2c21,94,47,registrar
