timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,grpThreads,allThreads,URL,Filename,Latency,Encoding
1459720733257,5293,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1215 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-16,,true,1229,107,107,null,,0,UTF-8
1459720733581,5000,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1845 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-30,,true,1859,107,107,null,,0,UTF-8
1459720733649,4941,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1530 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-40,,true,1544,107,107,null,,0,UTF-8
1459720733604,5055,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1575 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-33,,true,1589,107,107,null,,0,UTF-8
1459720733629,5072,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1665 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-38,,true,1679,107,107,null,,0,UTF-8
1459720733622,5151,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1620 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-36,,true,1634,107,107,null,,0,UTF-8
1459720733698,5075,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1440 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-50,,true,1454,107,107,null,,0,UTF-8
1459720733803,4969,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1260 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-59,,true,1274,107,107,null,,0,UTF-8
1459720735353,3437,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (4050 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-83,,true,4064,107,107,null,,0,UTF-8
1459720733601,5231,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1800 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-32,,true,1814,107,107,null,,0,UTF-8
1459720733701,5213,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1350 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-51,,true,1364,107,107,null,,0,UTF-8
1459720733504,5415,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1935 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-21,,true,1949,107,107,null,,0,UTF-8
1459720733252,5673,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1170 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-15,,true,1184,107,107,null,,0,UTF-8
1459720733673,5300,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (1125 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-44,,true,1139,107,107,null,,0,UTF-8
1459720733497,5489,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (2025 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-19,,true,2039,107,107,null,,0,UTF-8
1459720733753,5234,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (2565 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-53,,true,2579,107,107,null,,0,UTF-8
1459720733826,5160,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (2205 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-63,,true,2219,107,107,null,,0,UTF-8
1459720733811,5175,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (2250 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-61,,true,2264,107,107,null,,0,UTF-8
1459720734913,4077,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (2385 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-68,,true,2399,107,107,null,,0,UTF-8
1459720734923,4070,Registrar usuarios,200,"

[Execution Flow]
 - Opening new connection
 - Using response message pattern """"
 - Using disconnect pattern """"
 - Waiting for the server connection for 5000 MILLISECONDS
 - WebSocket conection has been opened
 - Connection established
 - Waiting for messages for 20000 MILLISECONDS
 - Received message #1 (2340 bytes); matched response pattern
 - WebSocket conection has been successfully closed by the server
 - WebSocket session closed by the client
 - WebSocket client closed by the client


[Variables]
 - Message count: 1


[Problems]
",Registro usuarios  1-69,,true,2354,107,107,null,,0,UTF-8
